CODNUM,NUMCOM,TIPUS,CODVIA,NOMVIA,LAT,LNG
29042,205,,522,c. de les Tres Creus,41.54629395,2.11794926
392965,25A,,507,c. de València,41.5662082,2.09614321
19530,46,,1427,c. de Colom,41.54630258,2.10366238
68423,11B,,481,c. de la Verge de la Paloma,41.52622707,2.11881079
22708,120,,1020,c. del Maestrat,41.56485657,2.09953534
66287,11,,481,c. de la Verge de la Paloma,41.52624782,2.11887129
65860,11,,1069,c. de Lepant,41.5375789,2.11278919
50541,19,,716,c. de Regàs,41.53889892,2.11403153
19955,42,,1427,c. de Colom,41.54640196,2.10398478
50315,29,,1513,c. de Calassanç Duran,41.5403785,2.11638446
19954,40,,1427,c. de Colom,41.54643003,2.10404716
52978,32,,666,c. de la Saboneria,41.52862933,2.11988424
41014,44,,1427,c. de Colom,41.54633773,2.10378017
52590,14,,801,ptge. de Pere Santfeliu,41.52609796,2.11888308
393064,18B,,1242,c. de Fra Batlle,41.5534379,2.10867132
48709,168,,1520,c. de Buxeda,41.53261766,2.11242221
23175,89,,1367,c. del Doctor Balari,41.53369191,2.10677988
44332,111,,1527,c. del Bruc,41.53214619,2.11134491
393127,62B,,1163,c. de l' Himàlaia,41.57288653,2.08824436
44335,117,,1527,c. del Bruc,41.53191724,2.11145046
34376,1,,1247,c. de la Forcanada,41.57293564,2.08834406
22819,123,,1527,c. del Bruc,41.53169199,2.11156191
77879,10A,,1487,pl. de Ca n'Oriac,41.566331,2.08671947
56092,10,,1487,pl. de Ca n'Oriac,41.56629695,2.08675532
108455,70,,742,c. de Puig Antich,41.55378223,2.07552656
394055,14B,,867,c. d' Olzinelles,41.53629803,2.11972615
45003,93,,1367,c. del Doctor Balari,41.53355724,2.10686633
66308,18,,1018,c. de Magí Colet,41.52565434,2.11925315
21148,170,,1458,c. de Castellar del Vallès,41.55963905,2.10043628
10195,26,,1085,c. de Juvenal,41.55590952,2.08463604
10000,105,,1165,c. de Gustavo Adolfo Bécquer,41.55129696,2.08301064
393122,36A,,1412,c. de Concepción Arenal,41.52829877,2.11847754
63981,143,,1503,c. de Ca n'Alzina,41.53595643,2.13320943
203693,167,,1502,av. de Can Bordoll,41.53427055,2.13208984
63979,120,,1481,av. de Can Roqueta,41.5374554,2.13602473
9074,52,,1076,c. de La Palma,41.54528487,2.08654993
52687,3,,636,ptge. de Santa Perpètua,41.52805236,2.12060858
11248,59,,949,pgon. dels Merinals,41.5445869,2.08809012
30145,1,,1423,ptge. de les Columbretes,41.54470249,2.08667761
32424,13,,549,c. de Tenerife,41.54556979,2.08947516
52513,3,,1288,c. de Fatjó,41.5279975,2.11851371
393252,1A,,1288,c. de Fatjó,41.52794416,2.1183177
52512,1,,1288,c. de Fatjó,41.52795634,2.11836235
64408,29,,457,c. de Wagner,41.5498414,2.08192681
9488,27,,457,c. de Wagner,41.5498145,2.08197512
30383,31,,457,c. de Wagner,41.54986724,2.08187439
9489,25,,457,c. de Wagner,41.5497876,2.08202358
9490,23,,457,c. de Wagner,41.54976245,2.08206894
30242,8,,1123,c. de Johann Sebastian Bach,41.5497528,2.0817055
9575,32,,1443,c. de Chopin,41.549992,2.08277388
9574,10,,1581,c. de Beethoven,41.54991822,2.08261061
52979,34,,666,c. de la Saboneria,41.52858512,2.11990835
45722,87,,1445,c. de Cervantes,41.54083348,2.10807256
46045,90,,606,c. de Sant Pau,41.54090343,2.10851419
76279,3A,,1443,c. de Chopin,41.55065031,2.08168692
68632,3B,,1443,c. de Chopin,41.55063884,2.08171641
66913,8,,1238,c. de Francesc Casañas,41.52982287,2.12047796
46046,94,,606,c. de Sant Pau,41.54045447,2.10871897
76447,33,,594,c. de Sarasate,41.55225939,2.08089731
58297,92,,606,c. de Sant Pau,41.54063731,2.10863236
46182,42,,450,c. de Zurbano,41.54035968,2.1086135
112822,298,,1295,rda. d' Europa,41.55598941,2.08125707
46186,50,,450,c. de Zurbano,41.54027714,2.10829499
69133,19B,,1073,c. de Las Navas,41.56178124,2.10167899
17623,8,,670,ptge. de Rovira i Virgili,41.52863812,2.10287355
74061,63,,1234,c. de Francesc Layret,41.55940354,2.10134414
74060,61,,1234,c. de Francesc Layret,41.55938717,2.10118903
56969,5,,583,c. de la Selva,41.5666338,2.09342532
77822,12,,458,c. de Walter Benjamin,41.56102992,2.07630156
77819,10,,458,c. de Walter Benjamin,41.56098218,2.07631964
77817,8,,458,c. de Walter Benjamin,41.56093088,2.07634155
9854,29,,621,c. de Sant Isidor,41.55432148,2.08628105
9851,43,,621,c. de Sant Isidor,41.55412067,2.08570112
75558,18,,1029,c. de Lucà,41.55312456,2.08737956
75557,16,,1029,c. de Lucà,41.55311778,2.08746864
32931,13,,853,c. d' Ovidi,41.55358908,2.0876215
45910,81,,1072,c. de Latorre,41.5385416,2.11010524
49918,22,,935,c. de Miquel Servet,41.53342808,2.116399
49888,5,,935,c. de Miquel Servet,41.53339484,2.11583429
49889,7,,935,c. de Miquel Servet,41.53339995,2.11585429
74831,48,,1046,av. de Lluís Companys,41.5529713,2.08793524
15018,160,,1450,c. de Cellers,41.53936705,2.09929773
393334,5B,,583,c. de la Selva,41.56669128,2.09349112
77870,39,,1145,c. del Jardí,41.54542384,2.11119147
30658,1,,996,c. de Marcial,41.55370645,2.08709864
30662,9,,996,c. de Marcial,41.55357002,2.08670705
108442,44,,742,c. de Puig Antich,41.55426177,2.07421654
108447,54,,742,c. de Puig Antich,41.55396311,2.07505521
108446,52,,742,c. de Puig Antich,41.55399737,2.0749005
108445,50,,742,c. de Puig Antich,41.55404651,2.07471968
108443,46,,742,c. de Puig Antich,41.55417714,2.07433148
393418,3B,,1572,c. de Bellsolà,41.53488345,2.11948939
106185,80B,,1303,pg. d' Espronceda,41.52852404,2.1148827
362836,11,,100175,c. del Poble Amazic,41.53971229,2.08882585
62525,585,,1587,ctra. de Barcelona,41.52770506,2.11846854
362856,51,,100175,c. del Poble Amazic,41.5398966,2.08800271
105902,3,,1572,c. de Bellsolà,41.53487313,2.11935299
66581,583,,1587,ctra. de Barcelona,41.52773639,2.1184382
67013,53,,935,c. de Miquel Servet,41.53397023,2.11793865
67012,55,,935,c. de Miquel Servet,41.53398103,2.11797835
261777,126,,58539,c. de Londres,41.55892134,2.07874808
51596,276,,1388,c. de Covadonga,41.54791298,2.11651827
27417,5,,1672,c. d' Alfons Sala,41.55004376,2.11442085
395468,14B,,1242,c. de Fra Batlle,41.55330944,2.1087721
44957,44,,1520,c. de Buxeda,41.53719572,2.11029412
110203,578,,542,ctra. de Terrassa,41.55212065,2.07155986
110171,528,,542,ctra. de Terrassa,41.55145538,2.07412421
403367,35B,,1635,c. d' Antonio Vico,41.54926556,2.08499095
65856,19,,1069,c. de Lepant,41.5375288,2.11260404
395504,32B,,1238,c. de Francesc Casañas,41.52924621,2.12137249
65907,18,,1069,c. de Lepant,41.53764598,2.11260548
66805,36,,1238,c. de Francesc Casañas,41.52913375,2.12151274
66807,40,,1238,c. de Francesc Casañas,41.52906754,2.12159511
39246,13,,987,c. de Maria Antònia Salvà,41.53474897,2.10142166
18077,56,,988,c. de Marià Aguiló,41.53472854,2.10187732
18076,52,,988,c. de Marià Aguiló,41.53479945,2.1021399
39235,60,,988,c. de Marià Aguiló,41.53467101,2.10166528
313510,1-LL,,1265,pl. de Fiveller,41.53841141,2.10004381
72696,78,,1184,c. de Gràcia,41.5491683,2.10589442
72692,72,,1184,c. de Gràcia,41.5491489,2.10590327
78661,5,,1232,c. de Francesc Sabaté,41.55430896,2.07579248
78607,5,,981,c. de Marie Curie,41.55480833,2.07533055
177543,2,,23548,c. de Viena,41.55952263,2.08088149
177545,4,,23548,c. de Viena,41.55951294,2.08084377
211088,40,,23548,c. de Viena,41.55938284,2.08033864
211087,38,,23548,c. de Viena,41.55939062,2.0803665
113193,180,,595,c. de Sarajevo,41.5632367,2.07950636
18047,276,,797,c. de Permanyer,41.53596919,2.10174319
66808,42,,1238,c. de Francesc Casañas,41.52903659,2.12163353
19691,28,,715,c. de la Reina Elionor,41.54182905,2.10157231
19688,20,,715,c. de la Reina Elionor,41.54199409,2.10149492
40755,22,,715,c. de la Reina Elionor,41.54196058,2.10151063
26279,100,,1105,c. de Josep Comas,41.52527578,2.11306195
28008,21,,1345,pg. del Dos de Maig,41.53192569,2.1196534
60946,87,,1285,c. de Feijoo,41.52662602,2.11147313
10886,60,,1693,c. d' Agustí Bartra,41.57496657,2.08187818
19734,5,,615,c. de Sant Jordi,41.5429256,2.10209758
52828,19,,1345,pg. del Dos de Maig,41.53196085,2.11963315
48965,246,,1240,c. de Fra Luis de León,41.53235421,2.11699544
393658,11A,,1102,c. de Josep Guardiet,41.52578587,2.10768795
19739,28,,927,ctra. de Molins de Rei,41.54269488,2.10232907
19740,30,,927,ctra. de Molins de Rei,41.54267693,2.10231444
65237,16,,625,c. de Santiago de Compostel·la,41.52611093,2.11741401
19737,24,,927,ctra. de Molins de Rei,41.54281771,2.10232659
19738,26,,927,ctra. de Molins de Rei,41.54275106,2.10233031
12417,2,,993,c. de la Mare de les Aigües,41.56079717,2.09174573
65247,62,,481,c. de la Verge de la Paloma,41.52574786,2.11703614
65243,54,,481,c. de la Verge de la Paloma,41.52581885,2.11724308
109660,8,,1419,c. del Comte de Reus,41.54718237,2.11725231
22868,2,,1702,c. de l' Abat Oliba,41.5314851,2.10881592
34723,67,,1592,c. dels Balcans,41.57389769,2.09022052
33803,19,,1250,c. de Font i Sagué,41.56162279,2.09088783
75210,10,,1142,c. de Jaume I,41.55773181,2.09416425
69751,91,,1025,c. de la Lusitània,41.55991592,2.09126011
392251,4,,113695,pl. de la Farinera,41.5472494,2.1165056
63082,1,,1259,c. del Fluvià,41.55011469,2.12372457
71057,32,,611,c. de Sant Maties,41.55388103,2.10679266
24458,21,,1484,c. de Can Puiggener,41.55360395,2.10726764
24484,19,,1484,c. de Can Puiggener,41.55354783,2.10725109
24513,15,,554,c. del Taulí,41.55333633,2.10756362
74563,11,,672,rda. de la Roureda,41.56753641,2.08432543
24586,11,,1336,ptge. d' Edgardo Ricetti,41.55283258,2.1075898
24585,13,,1336,ptge. d' Edgardo Ricetti,41.5528749,2.1075604
112653,42,,672,rda. de la Roureda,41.56702075,2.08385828
24584,15,,1336,ptge. d' Edgardo Ricetti,41.55291875,2.1075338
24580,23,,1336,ptge. d' Edgardo Ricetti,41.55308482,2.10744742
24581,21,,1336,ptge. d' Edgardo Ricetti,41.55304724,2.10747132
24582,19,,1336,ptge. d' Edgardo Ricetti,41.55300068,2.10749459
24583,17,,1336,ptge. d' Edgardo Ricetti,41.55295926,2.10751942
47531,28,,609,c. de Sant Miquel,41.5536719,2.10681905
113809,28,,759,c. de Praga,41.56408762,2.08537616
23922,32,,1698,c. de l' Advocat Cirera,41.54587651,2.10707515
67883,6B,,1142,c. de Jaume I,41.55793467,2.09491661
69643,32A,,1698,c. de l' Advocat Cirera,41.54587284,2.10703906
46685,24,,1536,c. de la Borriana,41.5475858,2.10913649
59813,12,,617,c. de Sant Joan,41.54805555,2.10943239
59812,10,,617,c. de Sant Joan,41.54809779,2.10941908
59871,17,,1384,c. de la Creueta,41.54881014,2.11028309
59870,19,,1384,c. de la Creueta,41.5488308,2.11033008
59869,21,,1384,c. de la Creueta,41.54884414,2.11036114
59868,23,,1384,c. de la Creueta,41.54886307,2.11040477
59867,25,,1384,c. de la Creueta,41.54888238,2.1104489
59863,41,,1384,c. de la Creueta,41.54906728,2.11087377
59866,35,,1384,c. de la Creueta,41.54899725,2.11071394
61955,71,,1384,c. de la Creueta,41.54956585,2.11204249
61954,75,,1384,c. de la Creueta,41.54959947,2.11212368
61953,77,,1384,c. de la Creueta,41.54961673,2.11216531
61947,89,,1384,c. de la Creueta,41.54972973,2.11243689
61959,65,,1384,c. de la Creueta,41.54946794,2.11180871
61946,91,,1384,c. de la Creueta,41.54974496,2.11247368
61958,67,,1384,c. de la Creueta,41.54952476,2.11194487
61957,69,,1384,c. de la Creueta,41.54954517,2.11199299
61951,81,,1384,c. de la Creueta,41.54965365,2.11225333
61950,83,,1384,c. de la Creueta,41.54967281,2.11229966
76507,79B,,1384,c. de la Creueta,41.5496332,2.11220462
61949,85,,1384,c. de la Creueta,41.54969138,2.11234438
61948,87,,1384,c. de la Creueta,41.54971208,2.11239419
393744,37C,,1080,c. de Lacy,41.54433929,2.11169965
395407,48B,,516,c. de Turina,41.55055043,2.08356119
21170,30,,1696,c. d' Agnès Armengol,41.55703094,2.10450466
21169,28,,1696,c. d' Agnès Armengol,41.55700139,2.1044683
57656,31,,1696,c. d' Agnès Armengol,41.55723265,2.10454717
41471,70,,1695,c. de l' Agricultura,41.55296935,2.10032066
8971,22,,1693,c. d' Agustí Bartra,41.57422956,2.08034078
269832,53B,,1013,c. Major,41.55568371,2.10061947
12534,35,,962,c. de Mauberme,41.56597457,2.08763486
8751,10,,1688,c. d' Albéniz,41.54994942,2.08095654
8752,12,,1688,c. d' Albéniz,41.54999736,2.08099586
8750,8,,1688,c. d' Albéniz,41.5498878,2.08090599
10031,44,,1688,c. d' Albéniz,41.55091617,2.08175818
29247,17,,955,c. de Meranges,41.54734228,2.12780396
34630,58,,886,rda. de Navacerrada,41.57045093,2.09187593
68776,5B,,1677,c. d' Alcubierre,41.57107481,2.09097856
13853,5,,1677,c. d' Alcubierre,41.57109118,2.09099827
68779,33B,,1677,c. d' Alcubierre,41.57182387,2.09187842
72796,72,,1696,c. d' Agnès Armengol,41.55785448,2.10550684
21609,179,,1489,c. del Canonge Joncar,41.55891446,2.10266632
21608,181,,1489,c. del Canonge Joncar,41.55894006,2.10262883
25493,84,,1657,c. d' Amílcar Barca,41.56562075,2.10737402
25492,82,,1657,c. d' Amílcar Barca,41.56562045,2.10733475
25491,80,,1657,c. d' Amílcar Barca,41.56561968,2.1072823
57006,100,,1675,c. d' Alemanya,41.54157424,2.10521824
56476,63,,1654,c. dels Andes,41.57424181,2.09071049
56480,55,,1654,c. dels Andes,41.57409238,2.09053348
56479,57,,1654,c. dels Andes,41.57412987,2.09057812
14762,35,,1654,c. dels Andes,41.57332059,2.08961807
14180,27,,1654,c. dels Andes,41.57318892,2.08946369
14182,23,,1654,c. dels Andes,41.57311918,2.08938175
14179,29,,1654,c. dels Andes,41.57322235,2.08950252
14764,31,,1654,c. dels Andes,41.57325335,2.08953911
14185,17,,1654,c. dels Andes,41.57301155,2.0892553
67792,11B,,1654,c. dels Andes,41.57281531,2.08902473
12225,15,,1653,c. d' Andorra,41.56340546,2.08950885
12224,17,,1653,c. d' Andorra,41.56344649,2.08948663
12226,13,,1653,c. d' Andorra,41.56333679,2.08954587
67680,23B,,1653,c. d' Andorra,41.56365199,2.08937554
12219,27,,1653,c. d' Andorra,41.56372144,2.08933805
12218,29,,1653,c. d' Andorra,41.5637631,2.08931552
12574,57,,1653,c. d' Andorra,41.56453779,2.0888952
12565,75,,1653,c. d' Andorra,41.56498001,2.08865566
12564,77,,1653,c. d' Andorra,41.56501975,2.08863431
12674,78,,1653,c. d' Andorra,41.56508826,2.08875877
12560,91,,1653,c. d' Andorra,41.56535067,2.08845495
28807,38,,622,c. de Santiga,41.54484091,2.12027977
59060,26,,1649,c. d' Àngel Guimerà,41.5447456,2.10843843
59059,24,,1649,c. d' Àngel Guimerà,41.54475109,2.10849083
59058,22,,1649,c. d' Àngel Guimerà,41.54475638,2.10853659
59061,28,,1649,c. d' Àngel Guimerà,41.54474005,2.10838795
8602,45,,825,av. de la Pau,41.55890747,2.07474066
63268,5,,1646,c. de l' Anoia,41.55021391,2.12470395
67447,49,,1696,c. d' Agnès Armengol,41.55825744,2.10579367
17591,104,,1559,c. de Bernat Metge,41.52910388,2.10140469
17579,15,,1644,c. d' Anselm Turmeda,41.52857778,2.10059858
28798,48,,622,c. de Santiga,41.54470851,2.12034692
54248,42,,622,c. de Santiga,41.54477544,2.12031305
28806,68,,921,c. dels Montcada,41.54501506,2.12018324
28805,66,,921,c. dels Montcada,41.54500678,2.12013948
54207,60,,921,c. dels Montcada,41.5449719,2.1199478
28794,46,,921,c. dels Montcada,41.54491019,2.11961041
28792,42,,921,c. dels Montcada,41.54489251,2.1195135
28793,44,,921,c. dels Montcada,41.54490088,2.11955982
25023,160,,1696,c. d' Agnès Armengol,41.55812584,2.10583581
25022,158,,1696,c. d' Agnès Armengol,41.5580931,2.10579628
25028,170,,1696,c. d' Agnès Armengol,41.55830586,2.10605597
25027,168,,1696,c. d' Agnès Armengol,41.55827667,2.1060196
25026,166,,1696,c. d' Agnès Armengol,41.55823837,2.10597279
25025,164,,1696,c. d' Agnès Armengol,41.55820724,2.10593506
25024,162,,1696,c. d' Agnès Armengol,41.5581729,2.1058935
20630,12,,1695,c. de l' Agricultura,41.55164864,2.10225309
20628,8,,1695,c. de l' Agricultura,41.55157604,2.10235969
20627,6,,1695,c. de l' Agricultura,41.55154121,2.10241059
20634,20,,1695,c. de l' Agricultura,41.55179468,2.10203866
20633,18,,1695,c. de l' Agricultura,41.55175843,2.10209179
20632,16,,1695,c. de l' Agricultura,41.55172198,2.10214551
20631,14,,1695,c. de l' Agricultura,41.5516878,2.10219539
54206,40,,921,c. dels Montcada,41.54488015,2.11944509
28824,165,,1540,c. de Bonavista,41.54457469,2.11939584
28822,171,,1540,c. de Bonavista,41.54446251,2.11945243
28770,180,,1540,c. de Bonavista,41.54434806,2.1193505
28614,41,,921,c. dels Montcada,41.5449811,2.11936049
106227,27,,921,c. dels Montcada,41.54492011,2.11900558
28615,145,,1540,c. de Bonavista,41.54503348,2.11916772
28617,141,,1540,c. de Bonavista,41.54509831,2.11913409
28618,139,,1540,c. de Bonavista,41.54515398,2.11910739
142490,29B,,1415,c. dels Comtes,41.54560634,2.11839241
28560,35,,1415,c. dels Comtes,41.54563145,2.11852649
28566,23,,1415,c. dels Comtes,41.54557493,2.11822488
68506,27B,,1415,c. dels Comtes,41.54559742,2.11834552
28567,21,,1415,c. dels Comtes,41.54556766,2.11818556
51085,1,,921,c. dels Montcada,41.54461029,2.1171245
28593,115,,1540,c. de Bonavista,41.54585195,2.11876205
28597,107,,1540,c. de Bonavista,41.54598827,2.11869343
105049,260,,522,c. de les Tres Creus,41.54613765,2.11799431
29039,215,,522,c. de les Tres Creus,41.54624148,2.11892575
61079,25,,979,c. del Marquès de Comillas,41.54028693,2.11478635
61015,163,,659,c. de Sallarès i Pla,41.54153337,2.11473725
61469,101,,1533,c. de Bosch i Cardellach,41.54277888,2.11456854
79523,97,,1533,c. de Bosch i Cardellach,41.54275706,2.11448846
61503,83,,1166,c. de Gurrea,41.54343639,2.1139494
61521,81,,1166,c. de Gurrea,41.54342281,2.11389596
61523,77,,1166,c. de Gurrea,41.54339909,2.11380161
61524,75,,1166,c. de Gurrea,41.54338758,2.11375516
61560,100,,1166,c. de Gurrea,41.54357412,2.11483515
79439,107,,1166,c. de Gurrea,41.543649,2.11474244
22027,19,,844,c. de Pàndols,41.56048581,2.10486003
79264,164,,1080,c. de Lacy,41.54492262,2.11533337
79265,166,,1080,c. de Lacy,41.54493186,2.11538234
79311,186,,1080,c. de Lacy,41.54503339,2.11593202
24221,13,,603,c. de Sant Quirze,41.54656503,2.10724312
57322,56,,1207,c. de Garcilaso,41.54998265,2.10401493
57323,58,,1207,c. de Garcilaso,41.54996712,2.10396136
68418,33B,,1018,c. de Magí Colet,41.52542425,2.11893776
66164,31,,1018,c. de Magí Colet,41.52544217,2.11898877
66171,17,,1018,c. de Magí Colet,41.52557811,2.1193759
66170,19,,1018,c. de Magí Colet,41.52556169,2.11932914
393954,25B,,1018,c. de Magí Colet,41.52549538,2.11914031
393955,10B,,487,c. de Vasco da Gama,41.52535082,2.11970425
65205,42,,625,c. de Santiago de Compostel·la,41.52534253,2.11787884
65204,40,,625,c. de Santiago de Compostel·la,41.52538466,2.11785326
65203,38,,625,c. de Santiago de Compostel·la,41.52543222,2.11782475
65201,34,,625,c. de Santiago de Compostel·la,41.52553225,2.11776369
65200,32,,625,c. de Santiago de Compostel·la,41.52557029,2.11774093
78089,74,,651,c. de Salvat Papasseit,41.52553172,2.11849819
66285,69,,651,c. de Salvat Papasseit,41.52570187,2.11855739
66111,58,,651,c. de Salvat Papasseit,41.52587224,2.11829268
78046,13B,,481,c. de la Verge de la Paloma,41.52619448,2.11870195
66269,15,,481,c. de la Verge de la Paloma,41.52616201,2.11860539
66268,17,,481,c. de la Verge de la Paloma,41.52614437,2.11855433
66049,574,,1587,ctra. de Barcelona,41.52747649,2.1183852
66047,570,,1587,ctra. de Barcelona,41.52754927,2.11831446
66045,566,,1587,ctra. de Barcelona,41.52761345,2.11824169
62223,560,,1587,ctra. de Barcelona,41.52776428,2.11814016
23382,103,,1191,c. de Girona,41.53460657,2.10890507
394061,44A,,1427,c. de Colom,41.54636445,2.10388471
70828,13B,,1121,pl. de Joan Vilatobà,41.5275046,2.11772268
25927,12,,1121,pl. de Joan Vilatobà,41.52749654,2.11764497
70833,13,,1121,pl. de Joan Vilatobà,41.52750127,2.11769233
25979,16,,651,c. de Salvat Papasseit,41.5268483,2.11769247
25980,18,,651,c. de Salvat Papasseit,41.5268155,2.11769189
65173,35,,651,c. de Salvat Papasseit,41.52684012,2.11787633
62226,43,,651,c. de Salvat Papasseit,41.52665288,2.11798808
52622,94,,651,c. de Salvat Papasseit,41.52499847,2.11881783
78585,104,,651,c. de Salvat Papasseit,41.52474691,2.11896895
69811,33,,1566,c. de Berenguer el Gran,41.56221085,2.09023961
28883,84,,1215,c. de Galceran de Pinós,41.54342767,2.12057859
28889,96,,1215,c. de Galceran de Pinós,41.54350869,2.12087602
28890,98,,1215,c. de Galceran de Pinós,41.54352306,2.1209282
28673,108,,1215,c. de Galceran de Pinós,41.54362007,2.12128468
28670,100,,1215,c. de Galceran de Pinós,41.54356769,2.12109484
28686,42,,861,rda. d' Orient,41.54321727,2.12177102
28680,36,,861,rda. d' Orient,41.54340222,2.12167786
28681,37,,861,rda. d' Orient,41.54336795,2.12169503
28682,38,,861,rda. d' Orient,41.54333094,2.12171415
65637,15,,599,c. de Sant Sebastià,41.53599872,2.11315801
28683,39,,861,rda. d' Orient,41.54330371,2.12172761
28894,110,,622,c. de Santiga,41.54323248,2.12109068
28895,112,,622,c. de Santiga,41.54319892,2.12110726
28688,44,,861,rda. d' Orient,41.54315897,2.12179991
25831,2,,1168,c. del Guerriller Alzina,41.52771268,2.11731196
28896,114,,622,c. de Santiga,41.54316176,2.12112588
25835,10,,1168,c. del Guerriller Alzina,41.52770021,2.11707784
28899,120,,622,c. de Santiga,41.54304236,2.1211861
28689,45,,861,rda. d' Orient,41.54313149,2.12181371
28838,50,,1470,c. dels Cardona,41.54418852,2.1200241
29053,28,,944,c. del Metge Mir,41.54829968,2.11788348
27537,13,,944,c. del Metge Mir,41.54820829,2.11713738
27538,11,,944,c. del Metge Mir,41.54819657,2.11709647
27372,164,,1388,c. de Covadonga,41.55037227,2.11532766
27373,166,,1388,c. de Covadonga,41.5503356,2.11534508
27375,170,,1388,c. de Covadonga,41.55026383,2.11537996
27371,162,,1388,c. de Covadonga,41.55041228,2.11530847
27380,180,,1388,c. de Covadonga,41.55008069,2.11546784
27381,182,,1388,c. de Covadonga,41.55004609,2.11548432
136483,83,,400,camí de la Sèquia Monar,41.55183316,2.11867514
25837,14,,1168,c. del Guerriller Alzina,41.52769373,2.11696127
25836,12,,1168,c. del Guerriller Alzina,41.52769656,2.11702413
25839,18,,1168,c. del Guerriller Alzina,41.52768685,2.11684493
68417,47B,,801,ptge. de Pere Santfeliu,41.52707982,2.11817648
62237,51,,801,ptge. de Pere Santfeliu,41.52715149,2.118133
62236,49,,801,ptge. de Pere Santfeliu,41.52711881,2.11815289
23007,46,,1517,c. de Cabanyes,41.53339318,2.10639372
23155,32,,1517,c. de Cabanyes,41.53365872,2.10734648
23181,36,,1517,c. de Cabanyes,41.53362391,2.10722021
17719,274,,599,c. de Sant Sebastià,41.53383155,2.10489988
17718,272,,599,c. de Sant Sebastià,41.53384989,2.1049644
17720,276,,599,c. de Sant Sebastià,41.53381457,2.10483915
17698,277,,599,c. de Sant Sebastià,41.53379302,2.10518718
17685,283,,599,c. de Sant Sebastià,41.53374817,2.10502965
17687,279,,599,c. de Sant Sebastià,41.53377756,2.1051337
17725,261,,599,c. de Sant Sebastià,41.53395771,2.10577053
22919,259,,599,c. de Sant Sebastià,41.53396912,2.10581211
44150,3,,1102,c. de Josep Guardiet,41.52600765,2.10864666
76986,5,,494,c. de Vallirana,41.56204591,2.10042494
394085,3A,,1102,c. de Josep Guardiet,41.52601846,2.10871172
394086,3B,,1102,c. de Josep Guardiet,41.52598539,2.10858475
17696,70,,1517,c. de Cabanyes,41.53301222,2.10501362
362858,55,,100175,c. del Poble Amazic,41.5397205,2.08800666
362874,85,,100175,c. del Poble Amazic,41.54017717,2.08786927
106533,137,,599,c. de Sant Sebastià,41.53488714,2.10913159
23362,129,,599,c. de Sant Sebastià,41.53497509,2.10945032
23359,139,,599,c. de Sant Sebastià,41.53486783,2.10906227
50032,5,,599,c. de Sant Sebastià,41.53609104,2.11349182
65640,7,,599,c. de Sant Sebastià,41.53606388,2.11339433
65642,1,,599,c. de Sant Sebastià,41.53611718,2.1135856
68328,1A,,599,c. de Sant Sebastià,41.53613253,2.11364094
65639,9,,599,c. de Sant Sebastià,41.53605163,2.11334997
106646,1B,,599,c. de Sant Sebastià,41.53611189,2.11356626
26533,60,,652,c. de Salvany,41.53670657,2.11575087
26534,62,,652,c. de Salvany,41.536726,2.11582228
110557,60B,,652,c. de Salvany,41.53671376,2.11577757
28017,129,,652,c. de Salvany,41.53737688,2.11777537
26481,127,,652,c. de Salvany,41.5373674,2.11774115
61008,43,,1537,c. de Borrell,41.54129466,2.1151552
26753,131,,515,c. de Turull,41.54189143,2.11554116
26752,133,,515,c. de Turull,41.54186216,2.11555934
27223,121,,515,c. de Turull,41.5420495,2.11544107
26749,141,,515,c. de Turull,41.54175211,2.11562918
26751,135,,515,c. de Turull,41.54183151,2.11557886
26750,137,,515,c. de Turull,41.54179479,2.11560251
27229,129,,515,c. de Turull,41.54192546,2.11551945
61580,115,,1533,c. de Bosch i Cardellach,41.54299539,2.11534413
79507,108,,515,c. de Turull,41.54321139,2.11457353
79506,106,,515,c. de Turull,41.543244,2.11455326
79398,141,,1166,c. de Gurrea,41.54410997,2.11654246
394146,20B,,1242,c. de Fra Batlle,41.55352005,2.10860762
56693,49,,634,c. de Sant Baldomer,41.54638972,2.09756043
37024,65,,634,c. de Sant Baldomer,41.5462847,2.09719241
36291,12,,1114,c. de Joaquín Costa,41.54564494,2.09721228
36303,46,,989,c. de Margenat,41.54564665,2.09744425
56594,36,,989,c. de Margenat,41.54589879,2.09831743
63898,22,,455,pl. de Xavier Sanahuja,41.56123152,2.1290181
9493,422,,542,ctra. de Terrassa,41.54945076,2.08181259
23182,43,,890,c. de Narcís Monturiol,41.53543604,2.10821406
64158,13,,455,pl. de Xavier Sanahuja,41.56138166,2.12956124
80447,521,,542,ctra. de Terrassa,41.54970843,2.07900856
66546,43,,666,c. de la Saboneria,41.52810377,2.12048089
75779,399,,542,ctra. de Terrassa,41.54852478,2.08410073
11573,326,,542,ctra. de Terrassa,41.5472012,2.08994608
11574,328,,542,ctra. de Terrassa,41.54721532,2.08989259
11575,330,,542,ctra. de Terrassa,41.54722946,2.08983939
11524,298,,542,ctra. de Terrassa,41.54693073,2.09095041
11515,282,,542,ctra. de Terrassa,41.54680942,2.09139912
11509,272,,542,ctra. de Terrassa,41.54672578,2.09170998
11479,252,,542,ctra. de Terrassa,41.5464733,2.09264348
36588,263,,542,ctra. de Terrassa,41.545987,2.09372931
15444,220,,542,ctra. de Terrassa,41.54606021,2.09463383
15409,130,,542,ctra. de Terrassa,41.54477225,2.09892621
